status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1486860644672164_1534256886599206,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1534256886599206/?type=3,2017-03-31 17:12:19,244,12,2863,212,20,6,2,4,0
1486860644672164_1534234963268065,The President is throwing down the proverbial gauntlet with China.,President Trump Signs Two Major Executive Orders Targeting China on Trade,link,http://democratizeus.com/2017/03/31/president-trump-signs-two-major-executive-orders-targeting-china-on-trade/,2017-03-31 16:48:40,4,3,2,4,0,0,0,0,0
1486860644672164_1534199203271641,via Resistance Report,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1534199203271641/?type=3,2017-03-31 15:59:05,294,52,6485,100,0,8,1,24,161
1486860644672164_1534168919941336,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1534168919941336/?type=3,2017-03-31 15:27:31,8,2,5,5,0,0,3,0,0
1486860644672164_1534138116611083,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1534138116611083/?type=3,2017-03-31 14:51:37,875,87,15540,779,69,2,16,1,8
1486860644672164_1534106259947602,,Democratize: Video,video,https://www.facebook.com/DemocratizeVideo/videos/1829358977317009/,2017-03-31 14:16:07,58,4,0,55,3,0,0,0,0
1486860644672164_1534093299948898,"Add your name and share to support giving Flynn immunity. We want to hear the ""story General Flynn has to tell"" that his lawyer is talking about.",ADD YOUR NAME: Provide Immunity and Security for Michael Flynn,link,https://actionsprout.io/C18ECD,2017-03-31 14:02:29,9,22,1,8,1,0,0,0,0
1486860644672164_1534071973284364,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1534071973284364/?type=3,2017-03-31 13:36:15,14,4,10,12,0,2,0,0,0
1486860644672164_1533990379959190,POTUS not going to like this one on the front cover...,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533990379959190/?type=3,2017-03-31 12:35:40,115,13,481,70,5,0,40,0,0
1486860644672164_1533945329963695,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533945329963695/?type=3,2017-03-31 12:29:00,37,7,9,34,3,0,0,0,0
1486860644672164_1533974353294126,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533974353294126/?type=3,2017-03-31 12:09:15,410,40,4924,356,35,1,0,14,4
1486860644672164_1533939416630953,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533939416630953/?type=3,2017-03-31 11:44:00,118,1,44,107,11,0,0,0,0
1486860644672164_1533939269964301,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533939269964301/?type=3,2017-03-31 11:31:00,210,24,3112,155,8,7,38,2,0
1486860644672164_1533916883299873,Years of ignored complaints led to his stage 4 diagnosis.,Shannon Hurd Got A Life Sentence For Stealing $14. He Died In Prison For Untreated Cancer,link,http://democratizeus.com/2017/03/18/we-took-shannon-hurds-life-over-14/,2017-03-31 11:24:00,35,2,50,9,0,1,0,8,17
1486860644672164_1533908293300732,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533908293300732/?type=3,2017-03-31 11:02:41,52,3,44,29,0,0,0,0,23
1486860644672164_1533143290043899,,HealthCare4All,photo,https://www.facebook.com/Coverage4All/photos/a.689194041241664.1073741828.689190344575367/698221297005605/?type=3,2017-03-31 08:01:00,202,6,0,136,2,2,0,10,52
1486860644672164_1533119956712899,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533119956712899/?type=3,2017-03-30 19:14:06,238,15,1609,170,7,2,57,0,2
1486860644672164_1533086153382946,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1533086153382946/?type=3,2017-03-30 18:17:24,32,0,6,25,4,0,0,1,2
1486860644672164_1533045006720394,"""The Trump administration had made it clear that it favors big business over consumer privacy""","Trump Expected to Sign Bill Allowing Internet Service Providers to Sell Your Information, but States are Pushing Back",link,http://democratizeus.com/2017/03/30/trump-expected-to-sign-bill-allowing-internet-service-providers-to-sell-your-information-but-states-are-pushing-back/,2017-03-30 17:17:14,32,3,10,11,0,0,0,1,20
1486860644672164_1532961330062095,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532961330062095/?type=3,2017-03-30 15:24:19,358,55,5764,303,11,1,5,6,32
1486860644672164_1532940646730830,"Pence appeared on the floor after a procedural vote stalled in a 50-50 tie, casting the 51st vote in favor.",Pence casts tiebreaking Senate procedural vote on funding for abortion providers,link,http://thehill.com/homenews/senate/326505-pence-casts-tiebreaking-senate-vote-on-funding-for-abortion-providers,2017-03-30 14:58:29,76,11,15,7,0,0,2,1,66
1486860644672164_1532902056734689,Kleptocracy Alert,Donald Trump Hires Daughter Ivanka as Federal Employee | Democratize US,link,http://democratizeus.com/2017/03/30/donald-trump-hires-daughter-ivanka-as-federal-employee/,2017-03-30 14:05:08,38,17,8,6,0,1,2,0,29
1486860644672164_1532851043406457,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532851043406457/?type=3,2017-03-30 12:49:14,152,5,1426,133,6,1,2,1,9
1486860644672164_1532846156740279,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532846156740279/?type=3,2017-03-30 12:43:15,144,3,2889,135,6,1,2,0,0
1486860644672164_1532831146741780,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532831146741780/?type=3,2017-03-30 12:24:51,345,7,4239,310,18,1,3,9,4
1486860644672164_1532805866744308,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532805866744308/?type=3,2017-03-30 11:52:53,107,8,464,69,0,2,18,1,17
1486860644672164_1532803390077889,,Marijuana Advocacy Network,link,http://www.alternet.org/drugs/big-pharma-company-lobbies-against-legal-weed-market-own-synthetic-version,2017-03-30 11:48:43,46,2,0,16,0,3,0,2,25
1486860644672164_1532778166747078,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532778166747078/?type=3,2017-03-30 11:15:09,277,14,2705,234,18,1,23,0,1
1486860644672164_1532340703457491,"The distance between the priorities of law enforcement, and the priorities of the public at large, is growing.",US Police Make More Arrests For Pot Possession Than All Violent Crimes Combined,link,http://democratizeus.com/2017/03/21/us-police-make-more-arrests-for-pot-possession-than-all-violent-crimes-combined/,2017-03-30 10:01:03,53,8,31,17,0,0,1,4,31
1486860644672164_1532336146791280,"""President Trump's racist and xenophobic rhetoric is gripping America's non-white citizens harder and harder every day.""","Latina Women Asked For ""Proof of Residency"" By Waiter At California Restaurant",link,http://democratizeus.com/2017/03/30/latina-women-asked-for-proof-of-residency-by-waiter-at-california-restaurant/,2017-03-30 09:01:03,12,0,3,4,0,2,0,0,6
1486860644672164_1532370176787877,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532370176787877/?type=3,2017-03-30 01:40:02,97,3,617,85,9,1,2,0,0
1486860644672164_1532155606809334,via Resistance Report,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532155606809334/?type=3,2017-03-29 19:56:00,204,15,5057,84,1,2,0,38,79
1486860644672164_1532155376809357,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532155376809357/?type=3,2017-03-29 19:54:50,321,42,10857,189,2,10,9,16,95
1486860644672164_1532152906809604,,Cards Against Humanity Co-Founder Vows To Buy And Publish the Browsing History of Entire US Congress | Democratize US,link,http://democratizeus.com/2017/03/29/cards-against-humanity-co-founder-vows-to-buy-and-publish-the-browsing-history-of-entire-us-congress/,2017-03-29 19:51:35,53,2,14,39,9,2,3,0,0
1486860644672164_1532066256818269,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1532066256818269/?type=3,2017-03-29 17:57:08,135,4,939,113,2,0,20,0,0
1486860644672164_1531807756844119,,ADD YOUR NAME To Support Legalized Recreational Marijuana,link,https://actionsprout.io/35AAA4,2017-03-29 16:00:00,4,0,4,4,0,0,0,0,0
1486860644672164_1531946436830251,via The Other 98%,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531946436830251/?type=3,2017-03-29 15:31:00,126,16,777,105,7,0,13,0,1
1486860644672164_1531943370163891,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531943370163891/?type=3,2017-03-29 14:56:18,48,32,334,44,1,0,0,2,1
1486860644672164_1531925713498990,You reap what you sow.,Crowdfunding Campaign Will Make Paul Ryan's Browsing History Publicly Available | Democratize US,link,http://democratizeus.com/2017/03/29/crowdfunding-campaign-will-make-paul-ryans-browsing-history-publicly-available/,2017-03-29 14:30:31,429,17,2104,339,34,0,55,0,1
1486860644672164_1531901373501424,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531901373501424/?type=3,2017-03-29 13:59:00,97,7,672,85,8,0,1,0,3
1486860644672164_1531876136837281,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531876136837281/?type=3,2017-03-29 13:21:02,150,0,3884,103,1,3,7,0,36
1486860644672164_1531837143507847,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531837143507847/?type=3,2017-03-29 13:01:26,28,2,8,24,4,0,0,0,0
1486860644672164_1531833666841528,,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531833666841528/?type=3,2017-03-29 12:19:00,155,9,779,136,12,2,3,0,2
1486860644672164_1531809966843898,The federal government has signaled it may crackdown on all forms of legalized marijuana. ADD YOUR NAME and SHARE if you think that we need to legalize medical marijuana on the federal level,ADD YOUR NAME to Support Medical Marijuana,link,https://actionsprout.io/ADF31D,2017-03-29 12:00:00,8,0,2,7,1,0,0,0,0
1486860644672164_1531800233511538,via Democratic Underground,Timeline Photos,photo,https://www.facebook.com/DemocratizeUS/photos/a.1487826961242199.1073741828.1486860644672164/1531800233511538/?type=3,2017-03-29 11:30:55,89,5,1675,65,2,0,7,2,13
