status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
248272551923470_1308461942571187,Sean Hannity and Laura Ingraham say 'Don't Blame the Conservatives' for Ryancare Failure,Sean Hannity and Laura Ingraham say 'Don't Blame the Conservatives' for Ryancare Failure,link,http://constitution.com/sean-hannity-laura-ingraham-say-dont-blame-conservatives-ryancare-failure/,2017-03-31 18:30:03,4,0,0,4,0,0,0,0,0
248272551923470_1308402619243786,Illegal Alien Causes Firestorm After Bragging About Filing Her Taxes in Social Media Post,Illegal Alien Causes Firestorm After Bragging About Filing Her Taxes in Social Media Post,link,http://constitution.com/illegal-alien-causes-firestorm-bragging-filing-taxes-social-media-post/,2017-03-31 17:30:00,33,15,10,16,0,0,0,0,17
248272551923470_1308370442580337,But this is more than just about the filibuster getting filibusted.,Kurt Schlichter: Nuke 'Em 'Til They Glow,link,http://redrightrepublic.com/kurt-schlichter-nuke-em-til-glow/,2017-03-31 17:00:13,10,1,1,10,0,0,0,0,0
248272551923470_1308337212583660,Democrat Leader Has No Answer for Why Democrats Won't Allow Vote on Judge Gorsuch,Democrat Leader Has No Answer for Why Democrats Won't Allow Vote on Judge Gorsuch,link,http://constitution.com/democrat-leader-no-answer-democrats-wont-allow-vote-judge-gorsuch/,2017-03-31 16:30:01,19,8,3,10,0,2,4,2,1
248272551923470_1308306469253401,Baloney...,Media Ignores HUGE Point Made by Newt Gingrich About Hillary and Russia [Video],link,http://conservativevideos.com/media-ignores-huge-point-made-newt-gingrich-hillary-russia-video/,2017-03-31 16:00:07,4,0,0,3,0,0,0,1,0
248272551923470_1308279895922725,Jihad's Triumph On Westminster Bridge,Jihad's Triumph On Westminster Bridge,link,http://constitution.com/jihads-triumph-westminster-bridge/,2017-03-31 15:30:03,9,1,1,4,0,0,0,0,5
248272551923470_1308214965929218,Bombshell: John Podesta may have Violated Federal Law by Not Disclosing 75K Stock Shares,Bombshell: John Podesta may have Violated Federal Law by Not Disclosing 75K Stock Shares,link,http://constitution.com/bombshell-john-podesta-may-violated-federal-law-not-disclosing-75k-stock-shares/,2017-03-31 14:30:03,26,5,7,22,1,2,1,0,0
248272551923470_1308182675932447,Stop Calling Them Sanctuary Cities- Aiding and Abetting Criminals is NOT Holy!,Stop Calling Them Sanctuary Cities- Aiding and Abetting Criminals is NOT Holy!,link,http://lidblog.com/stop-calling-them-sanctuary-cities/,2017-03-31 14:00:14,6,0,3,5,0,0,0,1,0
248272551923470_1308144575936257,Father takes Page from Creflo Dollar's Discipline Playbook,Father takes Page from Creflo Dollar's Discipline Playbook,link,http://constitution.com/creflo-dollar-disciple-arrested/,2017-03-31 13:30:03,0,0,0,0,0,0,0,0,0
248272551923470_1308111685939546,Bwahahahahahaha!!!,No Joke! Rob Schneider Slams Democrats on Russian Conspiracy Theory in One Tweet,link,http://politistick.com/no-joke-rob-schneider-slams-democrats-on-russian-conspiracy-theory-in-one-tweet/,2017-03-31 13:00:07,10,0,1,8,1,0,1,0,0
248272551923470_1308085319275516,The Hidden Programs Bankrupting the Country,The Hidden Programs Bankrupting the Country,link,http://constitution.com/hidden-programs-bankrupting-country/,2017-03-31 12:30:01,2,0,3,2,0,0,0,0,0
248272551923470_1308065582610823,Let's hope the Air Force man's-up and tells CAIR to go pound sand.,CAIR demands US Air Force fire 'Islamophobic' counter-terrorism instructor,link,http://conservativefiringline.com/cair-demands-us-air-force-fire-islamophobic-counter-terrorism-instructor/,2017-03-31 12:00:11,17,7,6,4,1,0,2,0,10
248272551923470_1308044055946309,"Breaking Former National Security Advisor Michael Flynn Offers to Testify on Russia for Full Immunity, Congress says ""No""","Breaking! Former National Security Advisor Michael Flynn Offers to Testify on Russia for Full Immunity, Congress says ""No""",link,http://constitution.com/breaking-former-national-security-advisor-michael-flynn-offers-testify-russia-full-immunity-congress-says-no/,2017-03-31 11:41:47,2,0,1,2,0,0,0,0,0
248272551923470_1308031965947518,Big News: Senator Rand Paul says He's 75% Sure Obamacare Will be Repealed,Big News: Senator Rand Paul says He's 75% Sure Obamacare Will be Repealed,link,http://constitution.com/big-news-senator-rand-paul-says-hes-75-sure-obamacare-will-repealed/,2017-03-31 11:30:04,15,1,5,12,2,0,0,0,1
248272551923470_1307996199284428,Pence Casts Tie-Breaker Vote to Allow States to Strip Planned Parenthood Funding,Pence Casts Tie-Breaker Vote to Allow States to Strip Planned Parenthood Funding - Minutemen News,link,http://minutemennews.com/pence-casts-tie-breaker-vote-allow-states-strip-planned-parenthood-funding/,2017-03-31 11:00:24,4,0,0,4,0,0,0,0,0
248272551923470_1307952782622103,Remember When: Hillary Clinton Reportedly Killed a State Department Investigation into a Pedophile Ring,Remember When: Hillary Clinton Reportedly Killed a State Department Investigation into a Pedophile Ring,link,http://constitution.com/remember-hillary-clinton-reportedly-killed-state-department-investigation-pedophile-ring/,2017-03-31 10:30:06,45,7,17,21,1,5,1,0,17
248272551923470_1307873979296650,Vulnerable Democrat Senators Voice their Support for Judge Neil Gorsuch,Vulnerable Democrat Senators Voice their Support for Judge Neil Gorsuch,link,http://constitution.com/vulnerable-democrat-senators-voice-support-judge-neil-gorsuch/,2017-03-31 09:30:01,19,0,2,16,3,0,0,0,0
248272551923470_1307793489304699,"Democrat Politician Aids and Abets Crime, Local Sheriff says Politicians like her should be Arrested","Democrat Politician Aids and Abets Crime, Local Sheriff says Politicians like her should be Arrested",link,http://constitution.com/democrat-politician-aids-abets-crime-local-sheriff-says-politicians-like-arrested/,2017-03-31 08:30:01,60,10,8,51,9,0,0,0,0
248272551923470_1307754025975312,Firm Hired By DNC & Relied On By FBI To Prove Russia Hacking Forced To Withdraw Anti-Russian Report,Firm Hired By DNC & Relied On By FBI To Prove Russia Hacking Forced To Withdraw Anti-Russian Report,link,http://lidblog.com/crowdstrike-hired-by-dnc-to-prove-russians-hacked-election/,2017-03-31 08:00:15,8,0,3,4,0,0,0,0,4
248272551923470_1307708429313205,Comedian Rob Schneider Made Liberal Heads Explode with One Tweet,Comedian Rob Schneider Made Liberal Heads Explode with One Tweet,link,http://constitution.com/comedian-rob-schneider-made-liberal-heads-explode-one-tweet/,2017-03-31 07:30:01,12,0,0,9,3,0,0,0,0
248272551923470_1307681282649253,"The Who's Roger Daltry says a ""Dead Dog"" Could have Beaten Hillary Clinton","The Who's Roger Daltry says a ""Dead Dog"" Could have Beaten Hillary Clinton",link,http://constitution.com/whos-roger-daltry-says-dead-dog-beaten-hillary-clinton/,2017-03-31 07:00:11,9,1,0,7,0,0,2,0,0
248272551923470_1307653482652033,"""Malicious"" Prosecutor Marilyn Mosby to Face Civil Trial following Huge Loss to Freddie Gray Cops","""Malicious"" Prosecutor Marilyn Mosby to Face Civil Trial following Huge Loss to Freddie Gray Cops - Freedom Outpost",link,http://freedomoutpost.com/malicious-prosecutor-marilyn-mosby-to-face-civil-trial-following-huge-loss-to-freddie-gray-cops/,2017-03-31 06:30:04,62,1,4,52,4,0,6,0,0
248272551923470_1307613205989394,NEW AUDIO! This is Intense!,Oklahoma Authorities Released 911 Audio from the Call a Homeowner's Son Made After Shooting Intruders,link,http://conservativevideos.com/oklahoma-authorities-released-911-audio-call-homeowners-son-made-shooting-intruders/,2017-03-31 06:00:01,40,5,1,39,1,0,0,0,0
248272551923470_1307570962660285,Democrats Invented Russia Story Because They Have No Idea How Trump Won,Democrats Invented Russia Story Because They Have No Idea How Trump Won | iPatriot,link,http://ipatriot.com/democrats-invented-russia-story-no-idea-trump-won/,2017-03-31 05:30:01,106,12,61,83,2,3,14,0,4
248272551923470_1307539059330142,This will be your feel-good story for the day,"Anderson: Atlanta Crash Could be ""Blessing in Disguise""",link,http://pitgrit.com/anderson-atlanta-crash-blessing-disguise,2017-03-31 05:00:04,2,0,0,2,0,0,0,0,0
248272551923470_1307493339334714,"Focus on the Enemy, Mr. President","Focus on the Enemy, Mr. President | iPatriot",link,http://ipatriot.com/focus-enemy-mr-president/,2017-03-31 04:30:01,1,0,0,1,0,0,0,0,0
248272551923470_1307467629337285,Digital security and its discontents—from Hillary Clinton's emails to ransomware to Tor hacks—is in many ways one of the chief concerns of the contemporary FBI,REVEALED: FBI Director James Comey Had a SECRET Twitter Account,link,http://redrightrepublic.com/revealed-fbi-director-james-comey-secret-twitter-account/,2017-03-31 04:00:02,0,0,1,0,0,0,0,0,0
248272551923470_1307440712673310,Ted Koppel has massive brain fart with Hannity proving Churchill theorem again,Ted Koppel has massive brain fart with Hannity proving Churchill theorem again | iPatriot,link,http://ipatriot.com/ted-koppel-massive-brain-fart-hannity-proving-churchill-theorem/,2017-03-31 03:30:01,0,0,0,0,0,0,0,0,0
248272551923470_1307380646012650,Is this video for real?,NBC News: Documents: Hillary Clinton May Have Killed Investigations into Pedophile Ring at State Dept. - Freedom Outpost,link,http://freedomoutpost.com/nbc-news-documents-hillary-clinton-may-have-killed-investigations-into-pedophile-ring-at-state-dept/,2017-03-31 02:30:00,32,3,8,9,0,2,3,0,18
248272551923470_1307320819351966,"Rather than justifying regulations on the basis of secret science, the EPA will have to open their reasoning to the public.",Secret Science Soon Not Permitted at the EPA [WATCH!] - Patriot Update,link,http://patriotupdate.com/secret-science-soon-not-permitted-epa-watch/,2017-03-31 01:30:00,11,0,0,11,0,0,0,0,0
248272551923470_1307249266025788,Emails: Huma Abedin was Planning a Full Military Funeral for Hillary Clinton due to Health,Emails: Huma Abedin was Planning a Full Military Funeral for Hillary Clinton due to Health - Freedom Outpost,link,http://freedomoutpost.com/emails-huma-abedin-was-planning-a-full-military-funeral-for-hillary-clinton-due-to-health/,2017-03-31 00:30:00,7,8,1,4,0,0,1,0,2
248272551923470_1307193669364681,"North Korea Skips Formalities, Threatens U.S. with WAR Over McCain Insults","North Korea Skips Formalities, Threatens U.S. with WAR Over McCain Insults",link,http://constitution.com/north-korea-skips-formalities-threatens-u-s-war-mccain-insults/,2017-03-30 23:30:00,79,51,14,21,1,1,43,0,13
248272551923470_1307122072705174,The Purpose of Editorials,The Purpose of Editorials | iPatriot,link,http://ipatriot.com/the-purpose-of-editorials/,2017-03-30 22:30:00,1,0,0,1,0,0,0,0,0
248272551923470_1307073536043361,WATCH: Judge Napolitano Just RETURNED To Fox News After Suspension - Drops BOMB Leaving Millions STUNNED!,WATCH: Judge Napolitano Just RETURNED To Fox News After Suspension - Drops BOMB Leaving Millions STUNNED! ⋆ Silence is Consent,link,http://silenceisconsent.net/watch-judge-napolitano-just-returned-to-fox-news-after-suspension-drops-bomb-leaving-millions-stunned/,2017-03-30 22:00:01,53,3,7,47,3,3,0,0,0
248272551923470_1307041722713209,"Hillary's Health Was A Concern LONG BEFORE 2016 Election, Leaked Emails Reveal","Hillary's Health Was A Concern LONG BEFORE 2016 Election, Leaked Emails Reveal",link,http://constitution.com/hillarys-health-concern-long-2016-election-leaked-emails-reveal/,2017-03-30 21:30:00,0,0,0,0,0,0,0,0,0
248272551923470_1306973219386726,3 Thugs Break into Suburban Home & Get a Hard Lesson About the Second Amendment,3 Thugs Break into Suburban Home & Get a Hard Lesson About the Second Amendment | iPatriot,link,http://ipatriot.com/3-thugs-break-suburban-home-immediately-regret/,2017-03-30 20:30:00,2,0,0,2,0,0,0,0,0
248272551923470_1306938309390217,The Daily Caller seems to have uncovered another Russia connection on the Democrat side of the aisle.,John Podesta Tells the Daily Caller to Shut Up or ELSE!,link,http://allenwestrepublic.com/john-podesta-tells-the-daily-caller-to-shut-up-or-else/,2017-03-30 20:00:04,23,3,9,13,1,2,5,0,2
248272551923470_1306903062727075,I cannot believe what I just watched...Defund PP!!,(Video) Sadistic PP Doctor Laughs While Describing Ripping Babies from the Womb - Trump Truck,link,http://trumptruck.com/2017/03/video-sadistic-pp-doctor-laughs-describing-ripping-babies-womb/,2017-03-30 19:30:01,2,0,0,1,0,0,0,0,1
248272551923470_1306875552729826,Dirty dog scumbag.,EXPOSED! Attorney General Who Charged David Daleiden Has HUGE Conflict of Interest,link,http://conservativebyte.com/2017/03/exposed-attorney-general-who-charged-david-daleiden-has-huge-conflict-of-interest/,2017-03-30 19:00:03,9,0,0,6,0,0,0,0,3
248272551923470_1306846016066113,"Democrat Leader Slanders Trump says Republicans aren't ""Patriotic""","Democrat Leader Slanders Trump says Republicans aren't ""Patriotic"" | iPatriot",link,http://ipatriot.com/democrat-leader-slanders-trump-says-republicans-arent-patriotic/,2017-03-30 18:30:00,13,11,1,2,0,0,1,0,10
